cluster	gene
Immature T cell(Thymus)	Son
Immature T cell(Thymus)	Tap2
Immature T cell(Thymus)	Mns1
Immature T cell(Thymus)	Hdac1
Immature T cell(Thymus)	Tbxa2r
Immature T cell(Thymus)	1700097N02Rik
Immature T cell(Thymus)	Tomm20
Immature T cell(Thymus)	Anapc5
Immature T cell(Thymus)	Emg1
Immature T cell(Thymus)	Cdkn2d
Immature T cell(Thymus)	Prdx2
Immature T cell(Thymus)	Lmnb1
Immature T cell(Thymus)	Idh2
Immature T cell(Thymus)	Znrf1
Immature T cell(Thymus)	Camk4
Immature T cell(Thymus)	Uqcrc2
Immature T cell(Thymus)	Cox7a2
Immature T cell(Thymus)	Fyb
Immature T cell(Thymus)	Myb
Immature T cell(Thymus)	Arl6ip1
Immature T cell(Thymus)	Cdca7
Immature T cell(Thymus)	Cd47
Immature T cell(Thymus)	Cox4i1
Immature T cell(Thymus)	Arl5c
Immature T cell(Thymus)	Ctsl
Immature T cell(Thymus)	Sumo2
Immature T cell(Thymus)	Rag2
Immature T cell(Thymus)	Kcnn4
Immature T cell(Thymus)	Sla
Immature T cell(Thymus)	Raly
Immature T cell(Thymus)	Slc16a1
Immature T cell(Thymus)	Uqcr10
Immature T cell(Thymus)	Psmb7
Immature T cell(Thymus)	Smarcd2
Immature T cell(Thymus)	Ube2s
Immature T cell(Thymus)	Dck
Immature T cell(Thymus)	Atp5g3
Immature T cell(Thymus)	Tmem66
Immature T cell(Thymus)	Rbm39
Immature T cell(Thymus)	Def6
Immature T cell(Thymus)	Pcbp2
Immature T cell(Thymus)	Minos1
Immature T cell(Thymus)	Dynlrb1
Immature T cell(Thymus)	Eif4h
Immature T cell(Thymus)	Zfp422
Immature T cell(Thymus)	Skap1
Immature T cell(Thymus)	Rrp1
Immature T cell(Thymus)	Hist1h2ao
Immature T cell(Thymus)	Srsf1
Immature T cell(Thymus)	Ddx5
Immature T cell(Thymus)	Prps2
Immature T cell(Thymus)	Calm2
Immature T cell(Thymus)	Oaz1
Immature T cell(Thymus)	Ets1
Immature T cell(Thymus)	Hnrnpa3
Immature T cell(Thymus)	Hdac7
Immature T cell(Thymus)	Atp5c1
Immature T cell(Thymus)	Atpif1
Immature T cell(Thymus)	Bcl2l1
Immature T cell(Thymus)	Cd28
Immature T cell(Thymus)	Bzw1
Immature T cell(Thymus)	Rhoa
Immature T cell(Thymus)	Drg1
Immature T cell(Thymus)	Hmgb3
Immature T cell(Thymus)	Dut
Immature T cell(Thymus)	Ccnd3
Immature T cell(Thymus)	Cct2
Immature T cell(Thymus)	Metap2
Immature T cell(Thymus)	Uqcrfs1
Immature T cell(Thymus)	Rapgef3
Immature T cell(Thymus)	1190002F15Rik
Immature T cell(Thymus)	Ppp1r14b
Immature T cell(Thymus)	Tubb2a
Immature T cell(Thymus)	Aco2
Immature T cell(Thymus)	Anxa2
Immature T cell(Thymus)	Hspb11
Immature T cell(Thymus)	Il16
Immature T cell(Thymus)	Ptov1
Immature T cell(Thymus)	Ndufs4
Immature T cell(Thymus)	Impdh1
Immature T cell(Thymus)	Abhd8
Immature T cell(Thymus)	Ets2
Immature T cell(Thymus)	Trpc4ap
Immature T cell(Thymus)	Fbxl12
Immature T cell(Thymus)	Psmd8
Immature T cell(Thymus)	Fkbp1a
Immature T cell(Thymus)	Hdac2
Immature T cell(Thymus)	Erh
Immature T cell(Thymus)	Glcci1
Immature T cell(Thymus)	Sept1
Immature T cell(Thymus)	Sf3b1
Immature T cell(Thymus)	Nudt21
Immature T cell(Thymus)	Ndufs2
Immature T cell(Thymus)	Hist3h2ba
Immature T cell(Thymus)	Mdh1
Immature T cell(Thymus)	Csrp1
Immature T cell(Thymus)	U2af1
Immature T cell(Thymus)	Sept7
Immature T cell(Thymus)	Cnn3
Immature T cell(Thymus)	Colq
Immature T cell(Thymus)	Ccnb2
Immature T cell(Thymus)	Thoc7
Immature T cell(Thymus)	Hnrnph2
Immature T cell(Thymus)	Gm525
Immature T cell(Thymus)	Trim59
Immature T cell(Thymus)	Ube2e3
Immature T cell(Thymus)	Cdca3
Immature T cell(Thymus)	Lrrc42
Immature T cell(Thymus)	Tceb1
Immature T cell(Thymus)	Dusp10
Immature T cell(Thymus)	Usmg5
Immature T cell(Thymus)	Icam2
Immature T cell(Thymus)	Phpt1
Immature T cell(Thymus)	Cnot2
Immature T cell(Thymus)	Ndufc2
Immature T cell(Thymus)	Srsf2
Immature T cell(Thymus)	Slc25a4
Immature T cell(Thymus)	Tspan13
Immature T cell(Thymus)	Gm1821
Immature T cell(Thymus)	Psmc4
Immature T cell(Thymus)	Rbm3
Immature T cell(Thymus)	Chchd2
Immature T cell(Thymus)	D4Wsu53e
Immature T cell(Thymus)	Hibadh
Immature T cell(Thymus)	Ap2s1
Immature T cell(Thymus)	Dap3
Immature T cell(Thymus)	Psmd13
Immature T cell(Thymus)	Ddx54
Immature T cell(Thymus)	Dynll1
Immature T cell(Thymus)	Ncl
Immature T cell(Thymus)	Ube2i
Immature T cell(Thymus)	Mki67
Immature T cell(Thymus)	Rorc
Immature T cell(Thymus)	Psma1
Immature T cell(Thymus)	Shfm1
Immature T cell(Thymus)	Ube2d3
Immature T cell(Thymus)	Morf4l1
Immature T cell(Thymus)	Dazap1
Immature T cell(Thymus)	D8Ertd738e
Immature T cell(Thymus)	Ndufb6
Immature T cell(Thymus)	Rrm2
Immature T cell(Thymus)	Cenpf
Immature T cell(Thymus)	Ube2d2
Immature T cell(Thymus)	Ndufa11
Immature T cell(Thymus)	Supt4h1
Immature T cell(Thymus)	Banf1
Immature T cell(Thymus)	Ppp2ca
Immature T cell(Thymus)	Myl12a
Immature T cell(Thymus)	Psmb6
Immature T cell(Thymus)	Lrmp
Immature T cell(Thymus)	A930003A15Rik
Immature T cell(Thymus)	Cd24a
Immature T cell(Thymus)	Nhp2l1
Immature T cell(Thymus)	Cdkn2c
Immature T cell(Thymus)	Sin3b
Immature T cell(Thymus)	Ptcra
Immature T cell(Thymus)	Srsf7
Immature T cell(Thymus)	Gtf2a2
Immature T cell(Thymus)	Smarce1
Immature T cell(Thymus)	2010107E04Rik
Immature T cell(Thymus)	Atp5j2
Immature T cell(Thymus)	Magoh
Immature T cell(Thymus)	Hnrpll
Immature T cell(Thymus)	0610009D07Rik
Immature T cell(Thymus)	Mrpl20
Immature T cell(Thymus)	Ada
Immature T cell(Thymus)	Atxn10
Immature T cell(Thymus)	Taf9
Immature T cell(Thymus)	Calm3
Immature T cell(Thymus)	Hist1h2ae
Immature T cell(Thymus)	Mcm7
Immature T cell(Thymus)	Cenpe
Immature T cell(Thymus)	Nipbl
Immature T cell(Thymus)	Ndufs6
Immature T cell(Thymus)	Tpm3
Immature T cell(Thymus)	Dhrs3
Immature T cell(Thymus)	Tmpo
Immature T cell(Thymus)	Trim28
Immature T cell(Thymus)	Kif23
Immature T cell(Thymus)	Eci2
Immature T cell(Thymus)	Ddx39
Immature T cell(Thymus)	Cox6c
Immature T cell(Thymus)	Celf2
Immature T cell(Thymus)	Eif1
Immature T cell(Thymus)	Sdhb
Immature T cell(Thymus)	Lsm5
Immature T cell(Thymus)	Snrpd1
Immature T cell(Thymus)	Ddx39b
Immature T cell(Thymus)	Cdca8
Immature T cell(Thymus)	Cbx3
Immature T cell(Thymus)	Xist
Immature T cell(Thymus)	Vav1
Immature T cell(Thymus)	Pbk
Immature T cell(Thymus)	4930572J05Rik
Immature T cell(Thymus)	Prkcb
Immature T cell(Thymus)	Ccnb1
Immature T cell(Thymus)	Cox6b1
Immature T cell(Thymus)	Agtrap
Immature T cell(Thymus)	Ppia
Immature T cell(Thymus)	Spc24
Immature T cell(Thymus)	Mtf2
Immature T cell(Thymus)	Tox
Immature T cell(Thymus)	Tceb2
Immature T cell(Thymus)	Eif3m
Immature T cell(Thymus)	Rbx1
Immature T cell(Thymus)	Abi3
Immature T cell(Thymus)	Rrm1
Immature T cell(Thymus)	Mpp1
Immature T cell(Thymus)	Syt13
Immature T cell(Thymus)	Srsf6
Immature T cell(Thymus)	Trp53inp1
Immature T cell(Thymus)	Vcp
Immature T cell(Thymus)	Zfp207
Immature T cell(Thymus)	Psmc6
Immature T cell(Thymus)	Ppp1cb
Immature T cell(Thymus)	Cerk
Immature T cell(Thymus)	Bud31
Immature T cell(Thymus)	Mylpf
Immature T cell(Thymus)	Slc38a2
Immature T cell(Thymus)	Tcf12
Immature T cell(Thymus)	Hsdl1
Immature T cell(Thymus)	Clic1
Immature T cell(Thymus)	Lsm3
Immature T cell(Thymus)	Mrps18c
Immature T cell(Thymus)	Atp5o
Immature T cell(Thymus)	Top2a
Immature T cell(Thymus)	Hmox2
Immature T cell(Thymus)	Srsf5
Immature T cell(Thymus)	Spcs1
Immature T cell(Thymus)	Dgcr6
Immature T cell(Thymus)	Gnb2
Immature T cell(Thymus)	Ube2e1
Immature T cell(Thymus)	Park7
Immature T cell(Thymus)	Dnajc15
Immature T cell(Thymus)	Themis
Immature T cell(Thymus)	Cct5
Immature T cell(Thymus)	Atp5d
Immature T cell(Thymus)	Ptbp1
Immature T cell(Thymus)	Pla2g12a
Immature T cell(Thymus)	Birc5
Immature T cell(Thymus)	Dtymk
Immature T cell(Thymus)	Pgk1
Immature T cell(Thymus)	Capn3
Immature T cell(Thymus)	Lig4
Immature T cell(Thymus)	Clk3
Immature T cell(Thymus)	Ddit4
Immature T cell(Thymus)	Arf5
Immature T cell(Thymus)	Lipa
Professional antigen presenting cell(Thymus)	Napsa
Professional antigen presenting cell(Thymus)	Ly86
Professional antigen presenting cell(Thymus)	Ctsh
Professional antigen presenting cell(Thymus)	Sfpi1
Professional antigen presenting cell(Thymus)	Irf5
Professional antigen presenting cell(Thymus)	Fgd2
Professional antigen presenting cell(Thymus)	Ms4a1
Professional antigen presenting cell(Thymus)	Rnase6
Professional antigen presenting cell(Thymus)	Plbd1
Professional antigen presenting cell(Thymus)	Bcl11a
Professional antigen presenting cell(Thymus)	Csf2rb
Professional antigen presenting cell(Thymus)	Cd40
Professional antigen presenting cell(Thymus)	Rassf4
Professional antigen presenting cell(Thymus)	Tnfrsf13c
Professional antigen presenting cell(Thymus)	Bank1
Professional antigen presenting cell(Thymus)	Kynu
Professional antigen presenting cell(Thymus)	Gatm
Professional antigen presenting cell(Thymus)	Cybb
Professional antigen presenting cell(Thymus)	Tnni2
Professional antigen presenting cell(Thymus)	Mef2c
Professional antigen presenting cell(Thymus)	Wdfy4
Professional antigen presenting cell(Thymus)	Ciita
Professional antigen presenting cell(Thymus)	Hck
Professional antigen presenting cell(Thymus)	Unc93b1
Professional antigen presenting cell(Thymus)	Faim3
Professional antigen presenting cell(Thymus)	Lilrb3
Professional antigen presenting cell(Thymus)	Siglecg
Professional antigen presenting cell(Thymus)	Plcg2
Professional antigen presenting cell(Thymus)	Lyn
Professional antigen presenting cell(Thymus)	Cd79a
Professional antigen presenting cell(Thymus)	Ebi3
Professional antigen presenting cell(Thymus)	Pkib
Professional antigen presenting cell(Thymus)	Fcrla
Professional antigen presenting cell(Thymus)	Cyp4f18
Professional antigen presenting cell(Thymus)	Flt3
Professional antigen presenting cell(Thymus)	Lmo2
Professional antigen presenting cell(Thymus)	H2-Eb1
Professional antigen presenting cell(Thymus)	Tgfbi
Professional antigen presenting cell(Thymus)	Cxcl16
Professional antigen presenting cell(Thymus)	Rasgrp3
Professional antigen presenting cell(Thymus)	Ppfia4
Professional antigen presenting cell(Thymus)	Sirpa
Professional antigen presenting cell(Thymus)	March1
Professional antigen presenting cell(Thymus)	Lat2
Professional antigen presenting cell(Thymus)	H2-Aa
Professional antigen presenting cell(Thymus)	Cfp
Professional antigen presenting cell(Thymus)	H2-DMb1
Professional antigen presenting cell(Thymus)	Fcer2a
Professional antigen presenting cell(Thymus)	Plek
Professional antigen presenting cell(Thymus)	Scd1
Professional antigen presenting cell(Thymus)	Nav1
Professional antigen presenting cell(Thymus)	Lilrb4
Professional antigen presenting cell(Thymus)	Havcr2
Professional antigen presenting cell(Thymus)	Fes
Professional antigen presenting cell(Thymus)	Lyl1
Professional antigen presenting cell(Thymus)	Tyrobp
Professional antigen presenting cell(Thymus)	Snx8
Professional antigen presenting cell(Thymus)	Cd19
Professional antigen presenting cell(Thymus)	Mpeg1
Professional antigen presenting cell(Thymus)	Ccnd1
Professional antigen presenting cell(Thymus)	Pld4
Professional antigen presenting cell(Thymus)	Fcgr2b
Professional antigen presenting cell(Thymus)	Batf3
Professional antigen presenting cell(Thymus)	H2-DMb2
Professional antigen presenting cell(Thymus)	Aif1
Professional antigen presenting cell(Thymus)	Hfe
Professional antigen presenting cell(Thymus)	BC028528
Professional antigen presenting cell(Thymus)	Spib
Professional antigen presenting cell(Thymus)	Blnk
Professional antigen presenting cell(Thymus)	Ifi30
Professional antigen presenting cell(Thymus)	Serpina3g
Professional antigen presenting cell(Thymus)	H2-Ob
Professional antigen presenting cell(Thymus)	Bcl2a1a
Professional antigen presenting cell(Thymus)	Lst1
Professional antigen presenting cell(Thymus)	Fcgrt
Professional antigen presenting cell(Thymus)	Ncf1
Professional antigen presenting cell(Thymus)	Cd68
Professional antigen presenting cell(Thymus)	Cd83
Professional antigen presenting cell(Thymus)	Lyz1
Professional antigen presenting cell(Thymus)	Adrbk2
Professional antigen presenting cell(Thymus)	Dok3
Professional antigen presenting cell(Thymus)	Btk
Professional antigen presenting cell(Thymus)	Nfam1
Professional antigen presenting cell(Thymus)	Hhex
Professional antigen presenting cell(Thymus)	Nuak2
Professional antigen presenting cell(Thymus)	2010001M09Rik
Professional antigen presenting cell(Thymus)	Casp1
Professional antigen presenting cell(Thymus)	Prr5
Professional antigen presenting cell(Thymus)	Cd86
Professional antigen presenting cell(Thymus)	Lyz2
Professional antigen presenting cell(Thymus)	Gm11428
Professional antigen presenting cell(Thymus)	Anxa1
Professional antigen presenting cell(Thymus)	Nek6
Professional antigen presenting cell(Thymus)	Tifab
Professional antigen presenting cell(Thymus)	Ncf2
Professional antigen presenting cell(Thymus)	Ncf4
Professional antigen presenting cell(Thymus)	Dnase2a
Professional antigen presenting cell(Thymus)	Ctss
Professional antigen presenting cell(Thymus)	Asah1
Professional antigen presenting cell(Thymus)	Icosl
Professional antigen presenting cell(Thymus)	Cd74
Professional antigen presenting cell(Thymus)	Irf8
Professional antigen presenting cell(Thymus)	Grn
Professional antigen presenting cell(Thymus)	Cd72
Professional antigen presenting cell(Thymus)	H2-Ab1
Professional antigen presenting cell(Thymus)	Mt1
Professional antigen presenting cell(Thymus)	Sdc4
Professional antigen presenting cell(Thymus)	S100a1
Professional antigen presenting cell(Thymus)	Lgmn
Professional antigen presenting cell(Thymus)	Mvp
Professional antigen presenting cell(Thymus)	Rnf19b
Professional antigen presenting cell(Thymus)	Kctd12
Professional antigen presenting cell(Thymus)	Kmo
Professional antigen presenting cell(Thymus)	Slc46a3
Professional antigen presenting cell(Thymus)	Nucb2
Professional antigen presenting cell(Thymus)	Prcp
Professional antigen presenting cell(Thymus)	S100a6
Professional antigen presenting cell(Thymus)	Cyfip1
Professional antigen presenting cell(Thymus)	Ly6a
Professional antigen presenting cell(Thymus)	Gm8369
Professional antigen presenting cell(Thymus)	Ms4a4c
Professional antigen presenting cell(Thymus)	4930420K17Rik
Professional antigen presenting cell(Thymus)	Scpep1
Professional antigen presenting cell(Thymus)	Lgals3
Professional antigen presenting cell(Thymus)	Rogdi
Professional antigen presenting cell(Thymus)	Filip1l
Professional antigen presenting cell(Thymus)	H2-DMa
Professional antigen presenting cell(Thymus)	Ahnak
Professional antigen presenting cell(Thymus)	S100a4
Professional antigen presenting cell(Thymus)	Cybasc3
Professional antigen presenting cell(Thymus)	Alox5ap
Professional antigen presenting cell(Thymus)	Bcl2a1d
Professional antigen presenting cell(Thymus)	Evi2a
Professional antigen presenting cell(Thymus)	Naaa
Professional antigen presenting cell(Thymus)	Ms4a6c
Professional antigen presenting cell(Thymus)	Ogfrl1
Professional antigen presenting cell(Thymus)	B4galt5
Professional antigen presenting cell(Thymus)	Fcer1g
Professional antigen presenting cell(Thymus)	Swap70
Professional antigen presenting cell(Thymus)	Hvcn1
Professional antigen presenting cell(Thymus)	Rab32
Professional antigen presenting cell(Thymus)	Syk
Professional antigen presenting cell(Thymus)	Gng2
Professional antigen presenting cell(Thymus)	Pou2f2
Professional antigen presenting cell(Thymus)	Cd44
Professional antigen presenting cell(Thymus)	Uap1l1
Professional antigen presenting cell(Thymus)	Hexa
Professional antigen presenting cell(Thymus)	Capg
Professional antigen presenting cell(Thymus)	Skap2
Professional antigen presenting cell(Thymus)	Rab43
Professional antigen presenting cell(Thymus)	Prr13
Professional antigen presenting cell(Thymus)	Slfn5
Professional antigen presenting cell(Thymus)	Sh3bp5
Professional antigen presenting cell(Thymus)	Tfeb
Professional antigen presenting cell(Thymus)	Anxa4
Professional antigen presenting cell(Thymus)	Clec12a
Professional antigen presenting cell(Thymus)	Ube2l6
Professional antigen presenting cell(Thymus)	Syngr2
Professional antigen presenting cell(Thymus)	Csf2ra
Professional antigen presenting cell(Thymus)	H2-Oa
Professional antigen presenting cell(Thymus)	Bcl2a1b
Professional antigen presenting cell(Thymus)	Ahr
Professional antigen presenting cell(Thymus)	Ppp3ca
Professional antigen presenting cell(Thymus)	Ifitm3
Professional antigen presenting cell(Thymus)	Unc119
Professional antigen presenting cell(Thymus)	Sp140
Professional antigen presenting cell(Thymus)	Litaf
Professional antigen presenting cell(Thymus)	Gpx1
Professional antigen presenting cell(Thymus)	H2-Q8
Professional antigen presenting cell(Thymus)	Dusp22
Professional antigen presenting cell(Thymus)	Snx10
Professional antigen presenting cell(Thymus)	Tmsb4x
Professional antigen presenting cell(Thymus)	Trex1
Professional antigen presenting cell(Thymus)	Gm2a
Professional antigen presenting cell(Thymus)	Calhm2
Professional antigen presenting cell(Thymus)	H2-D1
Professional antigen presenting cell(Thymus)	Gm4902
Professional antigen presenting cell(Thymus)	Blvrb
Professional antigen presenting cell(Thymus)	Apoe
Professional antigen presenting cell(Thymus)	Pglyrp1
Professional antigen presenting cell(Thymus)	H2-K1
Professional antigen presenting cell(Thymus)	Plac8
Professional antigen presenting cell(Thymus)	Cyth4
Professional antigen presenting cell(Thymus)	Tmem176b
Professional antigen presenting cell(Thymus)	Usp18
Professional antigen presenting cell(Thymus)	Pea15a
Professional antigen presenting cell(Thymus)	Il10ra
Professional antigen presenting cell(Thymus)	S100a11
Professional antigen presenting cell(Thymus)	B2m
Professional antigen presenting cell(Thymus)	Gga2
Professional antigen presenting cell(Thymus)	Trim30a
Professional antigen presenting cell(Thymus)	Samhd1
Professional antigen presenting cell(Thymus)	Tmem176a
Professional antigen presenting cell(Thymus)	Myo1f
Professional antigen presenting cell(Thymus)	Pkig
Professional antigen presenting cell(Thymus)	Malt1
Professional antigen presenting cell(Thymus)	Lta
Professional antigen presenting cell(Thymus)	Relb
Professional antigen presenting cell(Thymus)	Btla
Professional antigen presenting cell(Thymus)	Susd3
Professional antigen presenting cell(Thymus)	Tor3a
Professional antigen presenting cell(Thymus)	Orai3
Professional antigen presenting cell(Thymus)	Gns
Professional antigen presenting cell(Thymus)	Inpp5d
Professional antigen presenting cell(Thymus)	Pold4
Professional antigen presenting cell(Thymus)	Cst3
Professional antigen presenting cell(Thymus)	Chchd8
Professional antigen presenting cell(Thymus)	Cd79b
Professional antigen presenting cell(Thymus)	Ifi27l2a
Professional antigen presenting cell(Thymus)	Ccdc50
Professional antigen presenting cell(Thymus)	Oas1a
Professional antigen presenting cell(Thymus)	Cyba
Professional antigen presenting cell(Thymus)	Stx7
Professional antigen presenting cell(Thymus)	Ctsz
Professional antigen presenting cell(Thymus)	Plekho1
Professional antigen presenting cell(Thymus)	Ctnna1
Professional antigen presenting cell(Thymus)	Gsto1
Professional antigen presenting cell(Thymus)	Amica1
Professional antigen presenting cell(Thymus)	Nfkb2
Professional antigen presenting cell(Thymus)	Erp29
Professional antigen presenting cell(Thymus)	Naga
Professional antigen presenting cell(Thymus)	Basp1
Professional antigen presenting cell(Thymus)	Txndc5
Professional antigen presenting cell(Thymus)	Ninj1
Professional antigen presenting cell(Thymus)	Plbd2
Professional antigen presenting cell(Thymus)	Snap29
Professional antigen presenting cell(Thymus)	Eci1
Professional antigen presenting cell(Thymus)	Vim
Professional antigen presenting cell(Thymus)	Creg1
Professional antigen presenting cell(Thymus)	Notch2
Professional antigen presenting cell(Thymus)	Ifi35
Professional antigen presenting cell(Thymus)	Cd52
Professional antigen presenting cell(Thymus)	Fth1
Professional antigen presenting cell(Thymus)	Sav1
Professional antigen presenting cell(Thymus)	Plekhb2
Professional antigen presenting cell(Thymus)	Mapkapk2
Professional antigen presenting cell(Thymus)	Ppm1m
Professional antigen presenting cell(Thymus)	Icam1
Professional antigen presenting cell(Thymus)	Nenf
Professional antigen presenting cell(Thymus)	Ier5
Professional antigen presenting cell(Thymus)	Sh3bgrl3
Professional antigen presenting cell(Thymus)	Snx20
Professional antigen presenting cell(Thymus)	Srgn
Professional antigen presenting cell(Thymus)	Gusb
Professional antigen presenting cell(Thymus)	Tmem55b
Professional antigen presenting cell(Thymus)	Irf7
Professional antigen presenting cell(Thymus)	Tmem126a
Professional antigen presenting cell(Thymus)	Fgr
Professional antigen presenting cell(Thymus)	Prkcd
Professional antigen presenting cell(Thymus)	Stard3nl
Professional antigen presenting cell(Thymus)	Cd53
Professional antigen presenting cell(Thymus)	Lcp1
Professional antigen presenting cell(Thymus)	Chsy1
Professional antigen presenting cell(Thymus)	Ehbp1l1
Professional antigen presenting cell(Thymus)	Phyh
Professional antigen presenting cell(Thymus)	Cnpy3
Professional antigen presenting cell(Thymus)	AI413582
DN1 thymic pro-T cell(Thymus)	Klrb1c
DN1 thymic pro-T cell(Thymus)	Xcl1
DN1 thymic pro-T cell(Thymus)	Klra3
DN1 thymic pro-T cell(Thymus)	Klra9
DN1 thymic pro-T cell(Thymus)	Klrk1
DN1 thymic pro-T cell(Thymus)	Kcnj8
DN1 thymic pro-T cell(Thymus)	Cxcr3
DN1 thymic pro-T cell(Thymus)	Gzmb
DN1 thymic pro-T cell(Thymus)	Fgl2
DN1 thymic pro-T cell(Thymus)	S100a6
DN1 thymic pro-T cell(Thymus)	Klrd1
DN1 thymic pro-T cell(Thymus)	Cxcr6
DN1 thymic pro-T cell(Thymus)	Klre1
DN1 thymic pro-T cell(Thymus)	Ly6c2
DN1 thymic pro-T cell(Thymus)	Il2rb
DN1 thymic pro-T cell(Thymus)	Samd3
DN1 thymic pro-T cell(Thymus)	Ahnak
DN1 thymic pro-T cell(Thymus)	S100a4
DN1 thymic pro-T cell(Thymus)	Il18r1
DN1 thymic pro-T cell(Thymus)	Pglyrp1
DN1 thymic pro-T cell(Thymus)	Klra7
DN1 thymic pro-T cell(Thymus)	Cd7
DN1 thymic pro-T cell(Thymus)	Fasl
DN1 thymic pro-T cell(Thymus)	Ccl5
DN1 thymic pro-T cell(Thymus)	Nkg7
DN1 thymic pro-T cell(Thymus)	Lrrk1
DN1 thymic pro-T cell(Thymus)	Fcer1g
DN1 thymic pro-T cell(Thymus)	Id2
DN1 thymic pro-T cell(Thymus)	Il7r
DN1 thymic pro-T cell(Thymus)	Ctsw
DN1 thymic pro-T cell(Thymus)	Podnl1
DN1 thymic pro-T cell(Thymus)	Cst7
DN1 thymic pro-T cell(Thymus)	Ctla2a
DN1 thymic pro-T cell(Thymus)	Slamf7
DN1 thymic pro-T cell(Thymus)	Lgals3
DN1 thymic pro-T cell(Thymus)	AW112010
DN1 thymic pro-T cell(Thymus)	Gpr34
DN1 thymic pro-T cell(Thymus)	Pde2a
DN1 thymic pro-T cell(Thymus)	Fam46a
DN1 thymic pro-T cell(Thymus)	Coro2a
DN1 thymic pro-T cell(Thymus)	Bcl2a1d
DN1 thymic pro-T cell(Thymus)	Chn2
DN1 thymic pro-T cell(Thymus)	Cd160
DN1 thymic pro-T cell(Thymus)	Capg
DN1 thymic pro-T cell(Thymus)	Bcl2a1b
DN1 thymic pro-T cell(Thymus)	Gimap4
DN1 thymic pro-T cell(Thymus)	Myo1f
DN1 thymic pro-T cell(Thymus)	Sema4a
DN1 thymic pro-T cell(Thymus)	Hcst
DN1 thymic pro-T cell(Thymus)	S100a11
DN1 thymic pro-T cell(Thymus)	Ms4a4b
DN1 thymic pro-T cell(Thymus)	St3gal6
DN1 thymic pro-T cell(Thymus)	Prr13
DN1 thymic pro-T cell(Thymus)	Gimap3
DN1 thymic pro-T cell(Thymus)	Rpl38
DN1 thymic pro-T cell(Thymus)	Ccnd2
DN1 thymic pro-T cell(Thymus)	Rps21
DN1 thymic pro-T cell(Thymus)	Rpl37a
DN1 thymic pro-T cell(Thymus)	Neurl3
DN1 thymic pro-T cell(Thymus)	Rpl13
DN1 thymic pro-T cell(Thymus)	H2-K1
DN1 thymic pro-T cell(Thymus)	Rps5
DN1 thymic pro-T cell(Thymus)	Runx3
DN1 thymic pro-T cell(Thymus)	Rps23
DN1 thymic pro-T cell(Thymus)	Rps18
DN1 thymic pro-T cell(Thymus)	Rpl13a
DN1 thymic pro-T cell(Thymus)	Rplp2
DN1 thymic pro-T cell(Thymus)	Rps24
DN1 thymic pro-T cell(Thymus)	Rpl39
DN1 thymic pro-T cell(Thymus)	Uba52
DN1 thymic pro-T cell(Thymus)	Rps27
DN1 thymic pro-T cell(Thymus)	Efhd2
DN1 thymic pro-T cell(Thymus)	Cd44
DN1 thymic pro-T cell(Thymus)	Rps16
DN1 thymic pro-T cell(Thymus)	Rpl23
DN1 thymic pro-T cell(Thymus)	Rpl18a
DN1 thymic pro-T cell(Thymus)	Tmsb4x
DN1 thymic pro-T cell(Thymus)	B2m
DN1 thymic pro-T cell(Thymus)	Shisa5
DN1 thymic pro-T cell(Thymus)	Rpl27a
DN1 thymic pro-T cell(Thymus)	4930420K17Rik
DN1 thymic pro-T cell(Thymus)	Smpdl3a
DN1 thymic pro-T cell(Thymus)	H2-D1
DN1 thymic pro-T cell(Thymus)	Rpl14
DN1 thymic pro-T cell(Thymus)	Rps3
DN1 thymic pro-T cell(Thymus)	Rps15
DN1 thymic pro-T cell(Thymus)	Rpl23a
DN1 thymic pro-T cell(Thymus)	Rps7
DN1 thymic pro-T cell(Thymus)	Klk8
DN1 thymic pro-T cell(Thymus)	Rps19
DN1 thymic pro-T cell(Thymus)	Rps6
DN1 thymic pro-T cell(Thymus)	Rpl32
DN1 thymic pro-T cell(Thymus)	Rpsa
DN1 thymic pro-T cell(Thymus)	Pla2g16
DN1 thymic pro-T cell(Thymus)	Rpl17
DN1 thymic pro-T cell(Thymus)	Ly6a
DN1 thymic pro-T cell(Thymus)	Rpl9
DN1 thymic pro-T cell(Thymus)	Sh3bgrl3
DN1 thymic pro-T cell(Thymus)	Rpl19
DN1 thymic pro-T cell(Thymus)	Rps15a
DN1 thymic pro-T cell(Thymus)	Rpl21
DN1 thymic pro-T cell(Thymus)	Rps4x
DN1 thymic pro-T cell(Thymus)	Rps12
DN1 thymic pro-T cell(Thymus)	Rpl37
DN1 thymic pro-T cell(Thymus)	Itgae
DN1 thymic pro-T cell(Thymus)	Tpst2
DN1 thymic pro-T cell(Thymus)	Rpl12
DN1 thymic pro-T cell(Thymus)	Fau
DN1 thymic pro-T cell(Thymus)	Rpl36
DN1 thymic pro-T cell(Thymus)	Rplp1
DN1 thymic pro-T cell(Thymus)	Icos
DN1 thymic pro-T cell(Thymus)	Lax1
DN1 thymic pro-T cell(Thymus)	Rps13
DN1 thymic pro-T cell(Thymus)	Eef1a1
DN1 thymic pro-T cell(Thymus)	Cd40lg
DN1 thymic pro-T cell(Thymus)	Rps15a-ps4
DN1 thymic pro-T cell(Thymus)	Rpl36a
DN1 thymic pro-T cell(Thymus)	Ptpn18
DN1 thymic pro-T cell(Thymus)	Dusp2
